url,label
https://www.gov.kr,0
https://www.korea.kr,0
https://www.seoul.go.kr,0
https://www.police.go.kr,0
https://www.hometax.go.kr,0
https://www.nts.go.kr,0
https://www.nhis.or.kr,0
https://www.nps.or.kr,0
https://www.bok.or.kr,0
https://www.kbstar.com,0
https://www.shinhan.com,0
https://www.wooribank.com,0
https://www.kebhana.com,0
https://www.ibk.co.kr,0
https://www.nhbank.com,0
https://www.kakaobank.com,0
https://www.kbanknow.com,0
https://www.standardchartered.co.kr,0
https://www.citibank.co.kr,0
https://www.shinhancard.com,0
https://www.samsungcard.com,0
https://www.hyundaicard.com,0
https://www.kbcard.com,0
https://www.lottecard.co.kr,0
https://www.hanacard.co.kr,0
https://www.bccard.com,0
https://www.coupang.com,0
https://www.gmarket.co.kr,0
https://www.auction.co.kr,0
https://www.11st.co.kr,0
https://www.ssg.com,0
https://www.lotteon.com,0
https://www.interpark.com,0
https://www.tmon.co.kr,0
https://www.wemakeprice.com,0
https://www.musinsa.com,0
https://www.yes24.com,0
https://www.aladin.co.kr,0
https://www.costco.co.kr,0
https://www.homeplus.co.kr,0
https://www.naver.com,0
https://www.daum.net,0
https://www.kakao.com,0
https://www.nate.com,0
https://www.zum.com,0
https://www.sktelecom.com,0
https://www.kt.com,0
https://www.lguplus.com,0
https://www.starbucks.co.kr,0
https://www.baemin.com,0
https://www.yogiyo.co.kr,0
https://toss.im,0
https://www.samsung.com,0
https://www.lg.com,0
https://www.hyundai.com,0
https://www.kia.com,0
https://www.lotte.co.kr,0
https://www.shinsegae.com,0
https://www.posco.com,0
https://www.hanwha.com,0
https://www.doosan.com,0
https://www.sk.com,0
https://www.cj.net,0
https://www.chosun.com,0
https://www.donga.com,0
https://www.joongang.co.kr,0
https://www.hani.co.kr,0
https://www.khan.co.kr,0
https://www.yna.co.kr,0
https://www.ytn.co.kr,0
https://www.google.com,0
https://www.apple.com,0
https://www.microsoft.com,0
https://www.amazon.com,0
https://www.facebook.com,0
https://www.youtube.com,0
https://www.twitter.com,0
https://www.instagram.com,0
https://www.linkedin.com,0
https://www.wikipedia.org,0
https://www.yahoo.com,0
https://www.netflix.com,0
https://www.spotify.com,0
https://www.ebay.com,0
https://www.paypal.com,0
https://www.nike.com,0
https://www.adidas.com,0
https://www.bbc.com,0
https://www.cnn.com,0
https://www.ibm.com,0
https://www.bankofamerica.com,0
https://www.chase.com,0
https://www.mastercard.com,0
https://www.visa.com,0
https://www.alibaba.com,0
https://www.aliexpress.com,0
https://www.reuters.com,0
https://github.com,0
https://www.tesla.com,0
https://www.disney.com,0
https://booking.provides-truth40095.com/J8RGX2XM,1
https://xxxpornshares.xyz,1
https://www.accout-helpz.sbs,1
https://acc-status-assessment-console.pages.dev/welcome,1
https://booking.confirmation-id914131.com/N5EPOXLZ,1
